query,article_id,article_title,neural_score,rank,is_correct
child labour prohibition,243T,243T. Reservation of seats,-0.6962012781143189,36,0
child labour prohibition,352,352. Proclamation of Emergency,-1.0056283935546877,37,0
child labour prohibition,370,370. Temporary provisions with respect to the State of Jammu and Kashmir,-1.0329123291015625,38,0
child labour prohibition,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-1.0763204589843751,39,0
child labour prohibition,312A,312A. Power of Parliament to vary or revoke conditions of service of officers of certain services,-1.1706662200927735,40,0
freedom to form associations,19,19. Protection of certain rights regarding freedom of speech etc,1.2585421875,1,1
freedom to form associations,26,"26. Freedom to manage religious affairs Subject to public order, morality and health, every religious denomination or any section thereof shall have the right",0.354378125,2,0
freedom to form associations,33,"33. Power of Parliament to modify the rights conferred by this Part in their application etc Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,",0.19443432006835937,3,0
freedom to form associations,30,30. Right of minorities to establish and administer educational institutions,0.17211546096801755,4,0
freedom to form associations,28,28. Freedom as to attendance at religious instruction or religious worship in certain educational institutions,0.13674985351562496,5,0
freedom to form associations,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",0.08841580200195309,6,0
freedom to form associations,25,"25. Freedom of conscience and free profession, practice and propagation of religion",0.07328608398437497,7,0
freedom to form associations,2,"2. Admission or establishment of new States: Parliament may by law admit into the Union, or establish, new States on such terms and conditions, as it thinks fit",-0.06366716766357422,8,0
freedom to form associations,301,"301. Freedom of trade, commerce and intercourse Subject to the other provisions of this Part, trade, commerce and intercourse throughout the territory of India shall be free",-0.06754537506103515,9,0
freedom to form associations,282,"282. Expenditure defrayable by the Union or a State out of its revenues The Union or a State may make any grants for any public purpose, notwithstanding that the purpose is not one with respect to which Parliament or the Legislature of the State, as the case may be, may make laws",-0.11143637847900391,10,0
freedom to form associations,302,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest",-0.11637684631347657,11,0
freedom to form associations,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-0.12666212768554688,12,0
freedom to form associations,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-0.13704734573364258,13,0
freedom to form associations,253,"253. Legislation for giving effect to international agreements Notwithstanding anything in the foregoing provisions of this Chapter, Parliament has power to make any law for the whole or any part of the territory of India for implementing any treaty, agreement or convention with any other country or countries or any decision made at any international conference, association or other body",-0.1415499267578125,14,0
freedom to form associations,39A,39. A Equal justice and free legal aid,-0.15230391731262208,15,0
freedom to form associations,305,"305. Saving of existing laws and laws providing for State monopolies Nothing in Articles 301 and 303 shall affect the provisions of any existing law except in so far as the President may be order otherwise direct; and nothing in Article 301 shall affect the operation of any law made before the commencement of the Constitution (Fourth Amendment) Act, 1955 , in so far as it relates to, or prevent Parliament or the Legislature of a State from making any law relating to, any such matter as is referred to in sub clause (ii) of clause ( 6 ) of Article 19",-0.22054714355468752,16,0
freedom to form associations,243Z,"243Z. G Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,",-0.23197942962646487,17,0
freedom to form associations,329,329. Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,-0.2513934103012085,18,0
freedom to form associations,298,"298. Power to carry on trade, etc The executive power of the Union and of each State shall extend to the carrying on of any trade or business and to the acquisition, holding and disposal of property and the making of contracts for any purpose: Provided that (a) the said executive power of the Union shall, in so far as such trade or business or such purpose is not one with respect to which Parliament may make laws, be subject in each State to legislation by the State; and",-0.2741462562561035,19,0
freedom to form associations,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-0.2865584819793701,20,0
freedom to form associations,304,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law",-0.29649891662597655,21,0
freedom to form associations,289,289. Exemption of property and income of a State from Union taxation,-0.3137220039367676,22,0
freedom to form associations,371G,"371G. Special provision with respect to the State of Mizoram Notwithstanding anything in this Constitution,",-0.31593202362060546,23,0
freedom to form associations,31A,"31A. Saving of laws providing for acquisition of estates, etc ( 1 ) Notwithstanding anything contained in Article 13, no law providing for",-0.33113269958496094,24,0
freedom to form associations,263,263. Provisions with respect to an inter State Council If any any time it appears to the President that the public interests would be served by the establishment of a Council charged with the duty of,-0.3358453720092774,25,0
freedom to form associations,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-0.34495150146484377,26,0
freedom to form associations,169,169. Abolition or creation of Legislative Councils in States,-0.3640955123901367,27,0
freedom to form associations,336,336. Special provision for Anglo Indian community in certain services,-0.41762990798950195,28,0
freedom to form associations,252,252. Power of Parliament to legislate for two or more States by consent and adoption of such legislation by any other State,-0.42743011322021485,29,0
freedom to form associations,364,364. Special provisions as to major ports and aerodromes,-0.43493464012146,30,0
freedom to form associations,191,191. Disqualifications for membership,-0.48110000915527346,31,0
freedom to form associations,363,"363. Bar to interference by courts in disputes arising out of certain treaties, agreements, etc",-0.49130995025634766,32,0
freedom to form associations,3,"3. Formation of new States and alteration of areas, boundaries or names of existing States: Parliament may by law",-0.5194953735351563,33,0
freedom to form associations,105,"105. Powers, privileges, etc of the Houses of Parliament and of the members and committees thereof",-0.5228327690124512,34,0
freedom to form associations,240,240. Power of President to make regulations for certain Union territories,-0.5415160102844239,35,0
freedom to form associations,369,"369. Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent List, namely:",-0.5558753463745117,36,0
freedom to form associations,194,"194. Powers, privileges, etc, of the House of Legislatures and of the members and committees thereof",-0.5664393783569336,37,0
freedom to form associations,323B,323B. Tribunals for other matters,-0.5876446899414063,38,0
freedom to form associations,323,"323. A Administrative tribunals Parliament may, by law, provide for the adjudication or trial by administrative tribunals of disputes and complaints with respect to recruitment and conditions of service of persons appointed to public services and posts in connection with the affairs of the Union or of any State or of any local or other authority within the territory of India or under the control of the Government of India or of any corporation owned or controlled by the Government",-0.8014109069824219,39,0
freedom to form associations,244A,244A. Formation of an autonomous State comprising certain tribal areas in Assam and creation of local Legislature or Council of Ministers or both therefor,-0.8969989318847656,40,0
citizenship by birth,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",1.4134190307617187,1,0
citizenship by birth,16,16. Equality of opportunity in matters of public employment,0.9763770019531249,2,0
citizenship by birth,5,5. Citizenship at the commencement of the Constitution At the commencement of this Constitution every person who has his domicile in the territory of India and,0.6046374999999999,3,1
citizenship by birth,29,29. Protection of interests of minorities,0.3310749237060547,4,0
citizenship by birth,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",0.20720166015624997,5,0
citizenship by birth,8,"8. Rights of citizenship of certain persons of India origin residing outside India Notwithstanding anything in Article 5, any person who or either of whose parents or any of whose grand parents was born in India as defined in the Government of India Act, 1935 (as originally enacted), and who is ordinarily residing in any country outside India as so defined shall be deemed to be a citizen of India if he has been registered as a citizen of India by the diplomatic or consular representative of India in the country where he is for the time being residing on an application made by him therefor to such diplomatic or consular representative, whether before or after the commencement of this Constitution, in the form and manner prescribed by the Government of the Dominion of India or the Government of India",0.148812109375,6,0
citizenship by birth,393,393. Short title This Constitution may be called the Constitution of India,-0.029277419662475587,7,0
citizenship by birth,44,44. Uniform civil code for the citizens The State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India,-0.05591036682128907,8,0
citizenship by birth,2,"2. Admission or establishment of new States: Parliament may by law admit into the Union, or establish, new States on such terms and conditions, as it thinks fit",-0.06381188774108887,9,0
citizenship by birth,157,157. Qualifications for appointment as Governor No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty five years,-0.06847031860351563,10,0
citizenship by birth,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-0.06897246093750001,11,0
citizenship by birth,10,"10. Continuance of the rights of citizenship Every person who is or is deemed to be a citizen of India under any of the foregoing provisions of this Part shall, subject to the provisions of any law that may be made by Parliament, continue to be such citizen",-0.0770889404296875,12,0
citizenship by birth,79,79. Constitution of Parliament There shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as the council of States and the House of the People,-0.08073795156478883,13,0
citizenship by birth,54,54. Election of President The President shall be elected by the members of an electoral college consisting of the elected members of both Houses of Parliament; and the elected members of the Legislative Assemblies of the States,-0.09073890523910523,14,0
citizenship by birth,9,"9. Person voluntarily acquiring citizenship of a foreign State not to be citizens No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he has voluntarily acquired the citizenship of any foreign State",-0.0926257080078125,15,0
citizenship by birth,45,"45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years",-0.10682878227233887,16,0
citizenship by birth,243B,243B. Constitution of Panchayats,-0.1399678134918213,17,0
citizenship by birth,325,"325. No person to be ineligible for inclusion in, or to claim to be included in a special, electoral roll on grounds of religion, race, caste or sex There shall be one general electoral roll for every territorial constituency for election to either House of Parliament or to the House or either House of the Legislature of a State and no person shall be ineligible for inclusion in any such roll or claim to be included in any special electoral roll for any such constituency on grounds only of religion, race, caste, sex or any of them",-0.21324891510009766,18,0
citizenship by birth,84,84. Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he,-0.25373626708984376,19,0
citizenship by birth,173,173. Qualification for membership of the State Legislature A person shall not be qualified to be chosen to fill a seat in the Legislature of a State unless he,-0.2666136474609375,20,0
citizenship by birth,239,239. A Creation of local Legislatures or Council of Ministers or both for certain Union territories,-0.26945456466674805,21,0
citizenship by birth,7,"7. Rights of citizenship of certain migrants to Pakistan Notwithstanding anything in Articles 5 and 6, a person who has after the first day of March, 1947 , migrated from the territory of India to the territory now included in Pakistan shall not be deemed to be a citizen of India: Provided that nothing in this article shall apply to a person who, after having so migrated to the territory now included in Pakistan, has returned to the territory of India under a permit for resettlement or permanent return issued by or under the authority of any law and every such person shall for the purposes of clause (b) of Article 6 be deemed to have migrated to the territory of India after the nineteenth day of July, 1948",-0.2720458374023438,22,0
citizenship by birth,6,"6. Rights of citizenship of certain persons who have migrated to India from Pakistan Notwithstanding anything in Article 5, a person who has migrated to the territory of India from the territory now included in Pakistan shall be deemed to be a citizen of India at the commencement of this Constitution if",-0.275966015625,23,0
citizenship by birth,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-0.2830043762207031,24,0
citizenship by birth,58,58. Qualifications for election as President,-0.29341800537109375,25,0
citizenship by birth,341,341. Scheduled Castes,-0.29838011779785156,26,0
citizenship by birth,243F,243F. Disqualifications for membership,-0.3209220039367676,27,0
citizenship by birth,334,"334. Reservation of seats and special representation to cease after forty years Notwithstanding anything in the foregoing provisions of this Part, the provisions of Constitution relating to",-0.3303083808898926,28,0
citizenship by birth,342,342. Scheduled Tribes,-0.33199271469116215,29,0
citizenship by birth,296,"296. Property accruing by escheat or lapse or as bona vacantia Subject as hereinafter provided any property in the territory of India which, if this Constitution had not come into operation, would have accrued to His Majesty or, as the case may be, to the Ruler of an Indian State by escheat or lapse, or as bona vacantia for want of a rightful owner, shall, if it is property situate in a State, vest in such State, and shall, in any other case, vest in the Union: Provided that any property which at the date when it wouldhave so accrued to His Majesty or to the Ruler of an Indian State was in the possession or under the control of the Government of India or the Government of a State shall, according as the purposes for which it was then used or held were purposes of the Union or a State, vest in the Union or in that State Explanation In the article, the expressions Ruler and Indian State have the same meanings as in Article 363",-0.374948706817627,30,0
citizenship by birth,82,"82. Readjustment after each census Upon the completion of each census, the allocation of seats in the House of the People to the States and the division of each State into territorial constituencies shall be readjusted by such authority and in such manner as Parliament may by law determine: Provided that such readjustment shall not affect representation in the House of the People until the dissolution of the then existing House: Provided further that such readjustment shall take effect from such date as President may, by order, specify and until such readjustment takes effect, any election to the House may be held on the basis of the territorial constituencies existing before such readjustment: Provided also that until the relevant figures for the first census taken after the year 2000 have been published, it shall not be necessary to readjust the allocation of seats in the House of the People to the States and the division of each State into territorial constituencies under this article",-0.39593244628906255,31,0
citizenship by birth,102,102. Disqualification s for membership,-0.41754063110351564,32,0
citizenship by birth,336,336. Special provision for Anglo Indian community in certain services,-0.417695711517334,33,0
citizenship by birth,312,312. All India Services,-0.5093486404418945,34,0
citizenship by birth,3,"3. Formation of new States and alteration of areas, boundaries or names of existing States: Parliament may by law",-0.5207245405197144,35,0
citizenship by birth,81,81. Composition of the House of the People,-0.6193346252441406,36,0
citizenship by birth,330,330. Reservation of seats for Scheduled Castes and Scheduled Tribes in the House of the People,-0.6974752136230469,37,0
citizenship by birth,55,55. Manner of election of President,-0.8000768493652344,38,0
citizenship by birth,243C,243C. Composition of Panchayats,-0.9139888336181641,39,0
citizenship by birth,366,"366. Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say",-2.70938779296875,40,0
migrants from pakistan citizenship,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",1.403650663948059,1,0
migrants from pakistan citizenship,16,16. Equality of opportunity in matters of public employment,0.9512373721122741,2,0
migrants from pakistan citizenship,7,"7. Rights of citizenship of certain migrants to Pakistan Notwithstanding anything in Articles 5 and 6, a person who has after the first day of March, 1947 , migrated from the territory of India to the territory now included in Pakistan shall not be deemed to be a citizen of India: Provided that nothing in this article shall apply to a person who, after having so migrated to the territory now included in Pakistan, has returned to the territory of India under a permit for resettlement or permanent return issued by or under the authority of any law and every such person shall for the purposes of clause (b) of Article 6 be deemed to have migrated to the territory of India after the nineteenth day of July, 1948",0.69202734375,3,0
migrants from pakistan citizenship,6,"6. Rights of citizenship of certain persons who have migrated to India from Pakistan Notwithstanding anything in Article 5, a person who has migrated to the territory of India from the territory now included in Pakistan shall be deemed to be a citizen of India at the commencement of this Constitution if",0.50894609375,4,1
migrants from pakistan citizenship,19,19. Protection of certain rights regarding freedom of speech etc,0.3778621032714844,5,0
migrants from pakistan citizenship,29,29. Protection of interests of minorities,0.32957264823913573,6,0
migrants from pakistan citizenship,33,"33. Power of Parliament to modify the rights conferred by this Part in their application etc Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,",0.1919669261932373,7,0
migrants from pakistan citizenship,393,393. Short title This Constitution may be called the Constitution of India,-0.02957788667678833,8,0
migrants from pakistan citizenship,242,"242. Coorg Rep by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule PART IX THE PANCHAYATS",-0.04513240833282471,9,0
migrants from pakistan citizenship,2A,"2A. Sikkim to be associated with the Union Rep by the Constitution Thirty six Amendment Act, 1975 , Section 5 (w e f 26 04 1975 )",-0.05156238946914673,10,0
migrants from pakistan citizenship,44,44. Uniform civil code for the citizens The State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India,-0.05838586692810059,11,0
migrants from pakistan citizenship,2,"2. Admission or establishment of new States: Parliament may by law admit into the Union, or establish, new States on such terms and conditions, as it thinks fit",-0.06392096424102783,12,0
migrants from pakistan citizenship,157,157. Qualifications for appointment as Governor No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty five years,-0.0727426007270813,13,0
migrants from pakistan citizenship,10,"10. Continuance of the rights of citizenship Every person who is or is deemed to be a citizen of India under any of the foregoing provisions of this Part shall, subject to the provisions of any law that may be made by Parliament, continue to be such citizen",-0.09917794494628906,14,0
migrants from pakistan citizenship,9,"9. Person voluntarily acquiring citizenship of a foreign State not to be citizens No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he has voluntarily acquired the citizenship of any foreign State",-0.1065875,15,0
migrants from pakistan citizenship,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-0.12189757080078126,16,0
migrants from pakistan citizenship,243B,243B. Constitution of Panchayats,-0.1399823570251465,17,0
migrants from pakistan citizenship,5,5. Citizenship at the commencement of the Constitution At the commencement of this Constitution every person who has his domicile in the territory of India and,-0.157294873046875,18,0
migrants from pakistan citizenship,103,103. Decision on questions as to disqualifications of members,-0.19587852573394776,19,0
migrants from pakistan citizenship,84,84. Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he,-0.25976766109466554,20,0
migrants from pakistan citizenship,173,173. Qualification for membership of the State Legislature A person shall not be qualified to be chosen to fill a seat in the Legislature of a State unless he,-0.271802827835083,21,0
migrants from pakistan citizenship,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-0.28668317489624023,22,0
migrants from pakistan citizenship,8,"8. Rights of citizenship of certain persons of India origin residing outside India Notwithstanding anything in Article 5, any person who or either of whose parents or any of whose grand parents was born in India as defined in the Government of India Act, 1935 (as originally enacted), and who is ordinarily residing in any country outside India as so defined shall be deemed to be a citizen of India if he has been registered as a citizen of India by the diplomatic or consular representative of India in the country where he is for the time being residing on an application made by him therefor to such diplomatic or consular representative, whether before or after the commencement of this Constitution, in the form and manner prescribed by the Government of the Dominion of India or the Government of India",-0.2948371826171875,23,0
migrants from pakistan citizenship,58,58. Qualifications for election as President,-0.2983215602874756,24,0
migrants from pakistan citizenship,243F,243F. Disqualifications for membership,-0.3211724626541138,25,0
migrants from pakistan citizenship,343,343. Official language of the Union,-0.41556238946914675,26,0
migrants from pakistan citizenship,336,336. Special provision for Anglo Indian community in certain services,-0.4183566674232483,27,0
migrants from pakistan citizenship,102,102. Disqualification s for membership,-0.42427261810302735,28,0
migrants from pakistan citizenship,243Q,243Q. Constitution of Municipalities,-0.4835527931213379,29,0
migrants from pakistan citizenship,164,164. Other provisions as to Ministers,-0.4875605417251587,30,0
migrants from pakistan citizenship,51A,"51A. Fundamental duties It shall be the duty of every citizen of India (a) to abide by the Constitution and respect its ideals and institutions, the national Flag and the National Anthem;",-0.5021198581695557,31,0
migrants from pakistan citizenship,312,312. All India Services,-0.5098403787612915,32,0
migrants from pakistan citizenship,66,66. Election of Vice President,-0.5654655319213867,33,0
migrants from pakistan citizenship,378,378. Provisions as to Public Service Commissions,-0.5715670386314392,34,0
migrants from pakistan citizenship,330,330. Reservation of seats for Scheduled Castes and Scheduled Tribes in the House of the People,-0.6993694492340088,35,0
migrants from pakistan citizenship,243C,243C. Composition of Panchayats,-0.914739852142334,36,0
migrants from pakistan citizenship,243D,243D. Reservation of seats,-0.9889716857910157,37,0
migrants from pakistan citizenship,320,320. Functions of Public Service Commissions,-1.385088021850586,38,0
migrants from pakistan citizenship,371F,"371F. Special provisions with respect to the State of Sikkim Notwithstanding anything in this Constitution,",-2.347710107421875,39,0
migrants from pakistan citizenship,366,"366. Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say",-2.7725744384765627,40,0
foreign citizenship disqualification,17,17. Abolition of Untouchability Untouchability is abolished and its practice in any form is forbidden The enforcement of any disability arising out of Untouchability shall be an offence punishable in accordance with law,1.4125971721649169,1,0
foreign citizenship disqualification,16,16. Equality of opportunity in matters of public employment,0.9521775161743163,2,0
foreign citizenship disqualification,22,22. Protection against arrest and detention in certain cases,0.5299675628662109,3,0
foreign citizenship disqualification,102,102. Disqualification s for membership,0.3710984375,4,0
foreign citizenship disqualification,29,29. Protection of interests of minorities,0.33090040130615234,5,0
foreign citizenship disqualification,191,191. Disqualifications for membership,0.30976875,6,0
foreign citizenship disqualification,23,23. Prohibition of traffic in human beings and forced labour,0.3039528594970703,7,0
foreign citizenship disqualification,18,"18. Abolition of titles No title, not being a military or academic distinction, shall be conferred by the State No citizen of India shall accept any title from any foreign State No person who is not a citizen of India shall, while he holds any office of profit or trust under the State, accept without the consent of the President any title from any foreign State No person holding any office of profit or trust under the State shall, without the consent of the President, accept any present, emolument, or office of any kind from or under any foreign State Right to Freedom",0.2806920532226562,8,0
foreign citizenship disqualification,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",0.08920162963867184,9,0
foreign citizenship disqualification,13,13. Laws inconsistent with or in derogation of the fundamental rights,0.051211166381835926,10,0
foreign citizenship disqualification,9,"9. Person voluntarily acquiring citizenship of a foreign State not to be citizens No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he has voluntarily acquired the citizenship of any foreign State",-0.02412900390625,11,1
foreign citizenship disqualification,257,257. A Assistance to States by deployment of armed forces or other forces of the Union Omitted,-0.03750755319595337,12,0
foreign citizenship disqualification,157,157. Qualifications for appointment as Governor No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty five years,-0.07156499176025391,13,0
foreign citizenship disqualification,10,"10. Continuance of the rights of citizenship Every person who is or is deemed to be a citizen of India under any of the foregoing provisions of this Part shall, subject to the provisions of any law that may be made by Parliament, continue to be such citizen",-0.09946213989257813,14,0
foreign citizenship disqualification,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-0.12231337280273438,15,0
foreign citizenship disqualification,5,5. Citizenship at the commencement of the Constitution At the commencement of this Constitution every person who has his domicile in the territory of India and,-0.16311228637695313,16,0
foreign citizenship disqualification,103,103. Decision on questions as to disqualifications of members,-0.1885689697265625,17,0
foreign citizenship disqualification,192,192. Decision on questions as to disqualifications of members,-0.1925046630859375,18,0
foreign citizenship disqualification,350,350. B Special Officer for linguistic minorities,-0.22798651580810547,19,0
foreign citizenship disqualification,84,84. Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he,-0.2566888427734375,20,0
foreign citizenship disqualification,104,"104. Penalty for sitting and voting before making oath or affirmation under Article 99 or when not qualified or when disqualified If a person sits or votes as a member of either House of Parliament before he has complied with the requirements of Article 99, or when he knows that he is not qualified or that he is disqualified for membership thereof, or that he is prohibited from so doing by the provisions of any law made by Parliament, he shall be liable in respect of each day on which he so sits or votes to a penalty of five hundred rupees to be recovered as a debt due to the Union Powers, Privileges and Immunities of Parliament and its Members",-0.25706350402832034,21,0
foreign citizenship disqualification,7,"7. Rights of citizenship of certain migrants to Pakistan Notwithstanding anything in Articles 5 and 6, a person who has after the first day of March, 1947 , migrated from the territory of India to the territory now included in Pakistan shall not be deemed to be a citizen of India: Provided that nothing in this article shall apply to a person who, after having so migrated to the territory now included in Pakistan, has returned to the territory of India under a permit for resettlement or permanent return issued by or under the authority of any law and every such person shall for the purposes of clause (b) of Article 6 be deemed to have migrated to the territory of India after the nineteenth day of July, 1948",-0.2745787963867188,22,0
foreign citizenship disqualification,255,"255. Requirements as to recommendations and previous sanctions to be regarded as matters of procedure only No Act of Parliament or of the legislature of a State and no provision in any such Act, shall be invalid by reason only that some recommendation or previous sanction required by this Constitution was not given, if assent to that Act was given",-0.28549257888793944,23,0
foreign citizenship disqualification,193,"193. Penalty for sitting and voting before making oath or affirmation under Article 188 or when not qualified or when disqualified If a person sits or votes as a member of the Legislative Assembly or the Legislative Council of a State before he has complied with the requirements of Article 188, or when he knows that he is not qualified or that he is disqualified for membership thereof, or that he is prohibited from so doing by the provisions of any law made by Parliament or the legislature of the State, he shall be liable in respect of each day on which he so sits or votes to a penalty of five hundred rupees to be recovered as a debt due to the State Powers, Privileges and Immunities of State Legislatures and their Members",-0.28917794494628907,24,0
foreign citizenship disqualification,4,"4. Laws made under Articles 2 and 3 to provide for the amendment of the First and the Fourth Schedules and supplemental, incidental and consequential matters",-0.289830029296875,25,0
foreign citizenship disqualification,58,58. Qualifications for election as President,-0.29573734130859375,26,0
foreign citizenship disqualification,8,"8. Rights of citizenship of certain persons of India origin residing outside India Notwithstanding anything in Article 5, any person who or either of whose parents or any of whose grand parents was born in India as defined in the Government of India Act, 1935 (as originally enacted), and who is ordinarily residing in any country outside India as so defined shall be deemed to be a citizen of India if he has been registered as a citizen of India by the diplomatic or consular representative of India in the country where he is for the time being residing on an application made by him therefor to such diplomatic or consular representative, whether before or after the commencement of this Constitution, in the form and manner prescribed by the Government of the Dominion of India or the Government of India",-0.3072578369140625,27,0
foreign citizenship disqualification,243F,243F. Disqualifications for membership,-0.3124185668945313,28,0
foreign citizenship disqualification,243V,243V. Disqualifications for membership,-0.31465072021484375,29,0
foreign citizenship disqualification,367,367. Interpretation,-0.3483663330078125,30,0
foreign citizenship disqualification,6,"6. Rights of citizenship of certain persons who have migrated to India from Pakistan Notwithstanding anything in Article 5, a person who has migrated to the territory of India from the territory now included in Pakistan shall be deemed to be a citizen of India at the commencement of this Constitution if",-0.468318310546875,31,0
foreign citizenship disqualification,310,310. Tenure of office of persons serving the Union or a State,-0.5103307922363282,32,0
foreign citizenship disqualification,66,66. Election of Vice President,-0.562862954711914,33,0
foreign citizenship disqualification,311,"311. Dismissal, removal or reduction in rank of persons employed in civil capacities under the Union or a State",-0.70629755859375,34,0
foreign citizenship disqualification,190,190. Vacation of seats,-0.7244310729980469,35,0
foreign citizenship disqualification,356,356. Provisions in case of failure of constitutional machinery in State,-0.878956982421875,36,0
foreign citizenship disqualification,344,344. Commission and Committee of Parliament on official language,-0.902066081237793,37,0
foreign citizenship disqualification,360,360. Provisions as to financial emergency,-1.0093633560180664,38,0
foreign citizenship disqualification,352,352. Proclamation of Emergency,-1.0123041137695314,39,0
foreign citizenship disqualification,312A,312A. Power of Parliament to vary or revoke conditions of service of officers of certain services,-1.1678452514648439,40,0
parliament power over citizenship,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,0.82641328125,1,1
parliament power over citizenship,10,"10. Continuance of the rights of citizenship Every person who is or is deemed to be a citizen of India under any of the foregoing provisions of this Part shall, subject to the provisions of any law that may be made by Parliament, continue to be such citizen",0.29807890625,2,0
