query,article_id,article_title,neural_score,rank,is_correct
forced labour prohibition,276,"276. Taxes on professions, trades, callings and employments",-11.627696755981445,30,0
forced labour prohibition,342,342. Scheduled Tribes,-11.629360287475587,31,0
forced labour prohibition,191,191. Disqualifications for membership,-11.71065132446289,32,0
forced labour prohibition,353,"353. Effect of Proclamation of Emergency While a Proclamation of Emergency is in operation, then",-11.770913558959961,33,0
forced labour prohibition,288,288. Exemption from taxation by States in respect of water or electricity in certain cases,-11.801147257995606,34,0
forced labour prohibition,358,358. Suspension of provisions of Article 19 during emergencies,-11.821593772888184,35,0
forced labour prohibition,370,370. Temporary provisions with respect to the State of Jammu and Kashmir,-11.831101492309571,36,0
forced labour prohibition,372,372. Continuance in force of existing laws and their adaptation,-11.835438990783691,37,0
forced labour prohibition,213,213. Power of Governor to promulgate Ordinances during recess of Legislature,-11.895358093261718,38,0
forced labour prohibition,243T,243T. Reservation of seats,-11.928009344482422,39,0
forced labour prohibition,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-13.443304998779297,40,0
child labour prohibition,24,"24. Prohibition of employment of children in factories, etc No child below the age of fourteen years shall be employed to work in any factory or mine or engaged in any other hazardous employment Provided that nothing in this sub clause shall authorise the detention of any person beyond the maximum period prescribed by any law made by Parliament under sub clause (b) of clause ( 7 ); or such person is detained in accordance with the provisions of any law made by Parliament under sub clauses (a) and (b) of clause ( 7 )",3.2911126724243163,1,1
child labour prohibition,23,23. Prohibition of traffic in human beings and forced labour,-0.06575991048812868,2,0
child labour prohibition,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-3.9906590576171874,3,0
child labour prohibition,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-8.727328993225097,4,0
child labour prohibition,19,19. Protection of certain rights regarding freedom of speech etc,-8.816766612243653,5,0
child labour prohibition,17,17. Abolition of Untouchability Untouchability is abolished and its practice in any form is forbidden The enforcement of any disability arising out of Untouchability shall be an offence punishable in accordance with law,-9.71108747253418,6,0
child labour prohibition,16,16. Equality of opportunity in matters of public employment,-9.809390553283691,7,0
child labour prohibition,45,"45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years",-10.543411585998536,8,0
child labour prohibition,43,"43. Living wage, etc, for workers The State shall endeavour to secure, by suitable legislation or economic organisation or in any other way, to all workers, agricultural, industrial or otherwise, work, a living wage, conditions of work ensuring a decent standard of life and full enjoyment of leisure and social and cultural opportunities and, in particular, the State shall endeavour to promote cottage industries on an individual or co operative basis in rural areas",-10.692718913269044,9,0
child labour prohibition,39,"39. Certain principles of policy to be followed by the State: The State shall, in particular, direct its policy towards securing",-10.940190322875976,10,0
child labour prohibition,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-10.984585816955567,11,0
child labour prohibition,25,"25. Freedom of conscience and free profession, practice and propagation of religion",-11.154962512207032,12,0
child labour prohibition,48,"48. Organisation of agriculture and animal husbandry The State shall endeavour to organise agriculture and animal husbandry on modern and scientific lines and shall, in particular, take steps for preserving and improving the breeds, and prohibiting the slaughter, of cows and calves and other milch and draught cattle",-11.155610501098632,13,0
child labour prohibition,42,42. Provision for just and humane conditions of work and maternity relief The State shall make provision for securing just and humane conditions of work and for maternity relief,-11.187339001464844,14,0
child labour prohibition,13,13. Laws inconsistent with or in derogation of the fundamental rights,-11.279155921936034,15,0
child labour prohibition,35,"35. Legislation to give effect to the provisions of this Part Notwithstanding anything in this Constitution,",-11.298180990600587,16,0
child labour prohibition,46,"46. Promotion of educational and economic interests of Scheduled Castes, Scheduled Tribes and other weaker sections The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation",-11.355696794128418,17,0
child labour prohibition,302,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest",-11.373855560302735,18,0
child labour prohibition,306,"306. Power of certain States in Part B of the First Schedule to impose restrictions on trade and commerce Rep by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule",-11.433155654907226,19,0
child labour prohibition,323B,323B. Tribunals for other matters,-11.436096304321289,20,0
child labour prohibition,257,257. A Assistance to States by deployment of armed forces or other forces of the Union Omitted,-11.469409425354003,21,0
child labour prohibition,304,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law",-11.499620101928711,22,0
child labour prohibition,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-11.523136964416503,23,0
child labour prohibition,305,"305. Saving of existing laws and laws providing for State monopolies Nothing in Articles 301 and 303 shall affect the provisions of any existing law except in so far as the President may be order otherwise direct; and nothing in Article 301 shall affect the operation of any law made before the commencement of the Constitution (Fourth Amendment) Act, 1955 , in so far as it relates to, or prevent Parliament or the Legislature of a State from making any law relating to, any such matter as is referred to in sub clause (ii) of clause ( 6 ) of Article 19",-11.530982438659668,24,0
child labour prohibition,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-11.572223474121094,25,0
child labour prohibition,251,"251. Inconsistency between laws made by Parliament under Articles 249 and 250 and laws made by the Legislatures of States Nothing in Articles 249 and 250 shall restrict the power of the Legislature of a State to make any law which under this Constitution it has power to make, but if any provision of a law made by the legislature of a State is repugnant to any provision of a law made by Parliament which Parliament has under either of the said articles power to make, the law made by Parliament, whether passed before or after the law made by the legislature of the State, shall prevail, and the law made by the Legislature of the State shall to the extent of the repugnancy, but so long only as the law made by Parliament continues to have effect, be inoperative",-11.584668403625487,26,0
child labour prohibition,334,"334. Reservation of seats and special representation to cease after forty years Notwithstanding anything in the foregoing provisions of this Part, the provisions of Constitution relating to",-11.652159634399414,27,0
child labour prohibition,276,"276. Taxes on professions, trades, callings and employments",-11.712059739685058,28,0
child labour prohibition,243Z,243Z. C Part not to apply to certain areas,-11.713053477478027,29,0
child labour prohibition,287,"287. Exemption from taxes on electricity Save in so far as Parliament may by law otherwise provide, no law of a State shall impose, or authorise the imposition of, a tax on the consumption or sale of electricity (whether produced by a Government or other persons) which is",-11.71551789855957,30,0
child labour prohibition,191,191. Disqualifications for membership,-11.73440735168457,31,0
child labour prohibition,369,"369. Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent List, namely:",-11.758935496520996,32,0
child labour prohibition,352,352. Proclamation of Emergency,-11.801137731933593,33,0
child labour prohibition,312A,312A. Power of Parliament to vary or revoke conditions of service of officers of certain services,-11.845951559448242,34,0
child labour prohibition,288,288. Exemption from taxation by States in respect of water or electricity in certain cases,-11.857787882995606,35,0
child labour prohibition,312,312. All India Services,-11.864195594787597,36,0
child labour prohibition,358,358. Suspension of provisions of Article 19 during emergencies,-11.919769775390625,37,0
child labour prohibition,243T,243T. Reservation of seats,-11.951293302917481,38,0
child labour prohibition,370,370. Temporary provisions with respect to the State of Jammu and Kashmir,-11.978438452148438,39,0
child labour prohibition,243M,243M. Part not to apply to certain areas,-11.978990802001952,40,0
freedom to form associations,19,19. Protection of certain rights regarding freedom of speech etc,0.9138821437835694,1,1
freedom to form associations,26,"26. Freedom to manage religious affairs Subject to public order, morality and health, every religious denomination or any section thereof shall have the right",-4.2917400390625,2,0
freedom to form associations,25,"25. Freedom of conscience and free profession, practice and propagation of religion",-4.741333934020997,3,0
freedom to form associations,28,28. Freedom as to attendance at religious instruction or religious worship in certain educational institutions,-4.805034051513672,4,0
freedom to form associations,194,"194. Powers, privileges, etc, of the House of Legislatures and of the members and committees thereof",-8.629647958374024,5,0
freedom to form associations,301,"301. Freedom of trade, commerce and intercourse Subject to the other provisions of this Part, trade, commerce and intercourse throughout the territory of India shall be free",-8.74940248413086,6,0
freedom to form associations,30,30. Right of minorities to establish and administer educational institutions,-8.753683432006836,7,0
freedom to form associations,244A,244A. Formation of an autonomous State comprising certain tribal areas in Assam and creation of local Legislature or Council of Ministers or both therefor,-8.813731719970702,8,0
freedom to form associations,105,"105. Powers, privileges, etc of the Houses of Parliament and of the members and committees thereof",-9.927574533081055,9,0
freedom to form associations,31A,"31A. Saving of laws providing for acquisition of estates, etc ( 1 ) Notwithstanding anything contained in Article 13, no law providing for",-10.011060525512695,10,0
freedom to form associations,302,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest",-10.077089279174805,11,0
freedom to form associations,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-10.142379104614259,12,0
freedom to form associations,304,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law",-10.181901596069336,13,0
freedom to form associations,39A,39. A Equal justice and free legal aid,-10.226471884155274,14,0
freedom to form associations,323,"323. A Administrative tribunals Parliament may, by law, provide for the adjudication or trial by administrative tribunals of disputes and complaints with respect to recruitment and conditions of service of persons appointed to public services and posts in connection with the affairs of the Union or of any State or of any local or other authority within the territory of India or under the control of the Government of India or of any corporation owned or controlled by the Government",-10.278721087646485,15,0
freedom to form associations,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-10.32369956665039,16,0
freedom to form associations,253,"253. Legislation for giving effect to international agreements Notwithstanding anything in the foregoing provisions of this Chapter, Parliament has power to make any law for the whole or any part of the territory of India for implementing any treaty, agreement or convention with any other country or countries or any decision made at any international conference, association or other body",-10.413858276367188,17,0
freedom to form associations,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-10.691087777709962,18,0
freedom to form associations,3,"3. Formation of new States and alteration of areas, boundaries or names of existing States: Parliament may by law",-10.72772253112793,19,0
freedom to form associations,33,"33. Power of Parliament to modify the rights conferred by this Part in their application etc Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,",-10.789498175048829,20,0
freedom to form associations,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-10.801949372863769,21,0
freedom to form associations,298,"298. Power to carry on trade, etc The executive power of the Union and of each State shall extend to the carrying on of any trade or business and to the acquisition, holding and disposal of property and the making of contracts for any purpose: Provided that (a) the said executive power of the Union shall, in so far as such trade or business or such purpose is not one with respect to which Parliament may make laws, be subject in each State to legislation by the State; and",-10.922403988647462,22,0
freedom to form associations,191,191. Disqualifications for membership,-11.011890338134766,23,0
freedom to form associations,369,"369. Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent List, namely:",-11.034458682250976,24,0
freedom to form associations,336,336. Special provision for Anglo Indian community in certain services,-11.080356787109375,25,0
freedom to form associations,169,169. Abolition or creation of Legislative Councils in States,-11.094940963745117,26,0
freedom to form associations,263,263. Provisions with respect to an inter State Council If any any time it appears to the President that the public interests would be served by the establishment of a Council charged with the duty of,-11.182350537109375,27,0
freedom to form associations,252,252. Power of Parliament to legislate for two or more States by consent and adoption of such legislation by any other State,-11.300720175170898,28,0
freedom to form associations,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-11.325678698730469,29,0
freedom to form associations,282,"282. Expenditure defrayable by the Union or a State out of its revenues The Union or a State may make any grants for any public purpose, notwithstanding that the purpose is not one with respect to which Parliament or the Legislature of the State, as the case may be, may make laws",-11.339752685546875,30,0
freedom to form associations,2,"2. Admission or establishment of new States: Parliament may by law admit into the Union, or establish, new States on such terms and conditions, as it thinks fit",-11.381689895629883,31,0
freedom to form associations,305,"305. Saving of existing laws and laws providing for State monopolies Nothing in Articles 301 and 303 shall affect the provisions of any existing law except in so far as the President may be order otherwise direct; and nothing in Article 301 shall affect the operation of any law made before the commencement of the Constitution (Fourth Amendment) Act, 1955 , in so far as it relates to, or prevent Parliament or the Legislature of a State from making any law relating to, any such matter as is referred to in sub clause (ii) of clause ( 6 ) of Article 19",-11.385733071899415,32,0
freedom to form associations,363,"363. Bar to interference by courts in disputes arising out of certain treaties, agreements, etc",-11.418515036010742,33,0
freedom to form associations,323B,323B. Tribunals for other matters,-11.429432981872559,34,0
freedom to form associations,240,240. Power of President to make regulations for certain Union territories,-11.43542212677002,35,0
freedom to form associations,289,289. Exemption of property and income of a State from Union taxation,-11.447268356323242,36,0
freedom to form associations,329,329. Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,-11.49827739868164,37,0
freedom to form associations,243Z,"243Z. G Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,",-11.504098951721192,38,0
freedom to form associations,371G,"371G. Special provision with respect to the State of Mizoram Notwithstanding anything in this Constitution,",-11.515250909423829,39,0
freedom to form associations,364,364. Special provisions as to major ports and aerodromes,-11.669037127685547,40,0
citizenship by birth,5,5. Citizenship at the commencement of the Constitution At the commencement of this Constitution every person who has his domicile in the territory of India and,-0.37224310998916627,1,1
citizenship by birth,8,"8. Rights of citizenship of certain persons of India origin residing outside India Notwithstanding anything in Article 5, any person who or either of whose parents or any of whose grand parents was born in India as defined in the Government of India Act, 1935 (as originally enacted), and who is ordinarily residing in any country outside India as so defined shall be deemed to be a citizen of India if he has been registered as a citizen of India by the diplomatic or consular representative of India in the country where he is for the time being residing on an application made by him therefor to such diplomatic or consular representative, whether before or after the commencement of this Constitution, in the form and manner prescribed by the Government of the Dominion of India or the Government of India",-1.4129077850341796,2,0
citizenship by birth,6,"6. Rights of citizenship of certain persons who have migrated to India from Pakistan Notwithstanding anything in Article 5, a person who has migrated to the territory of India from the territory now included in Pakistan shall be deemed to be a citizen of India at the commencement of this Constitution if",-4.13325008468628,3,0
citizenship by birth,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-4.868824779510498,4,0
citizenship by birth,16,16. Equality of opportunity in matters of public employment,-5.205390461730957,5,0
citizenship by birth,10,"10. Continuance of the rights of citizenship Every person who is or is deemed to be a citizen of India under any of the foregoing provisions of this Part shall, subject to the provisions of any law that may be made by Parliament, continue to be such citizen",-5.797093975830078,6,0
citizenship by birth,9,"9. Person voluntarily acquiring citizenship of a foreign State not to be citizens No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he has voluntarily acquired the citizenship of any foreign State",-5.905842394256592,7,0
citizenship by birth,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-6.680584780883789,8,0
citizenship by birth,7,"7. Rights of citizenship of certain migrants to Pakistan Notwithstanding anything in Articles 5 and 6, a person who has after the first day of March, 1947 , migrated from the territory of India to the territory now included in Pakistan shall not be deemed to be a citizen of India: Provided that nothing in this article shall apply to a person who, after having so migrated to the territory now included in Pakistan, has returned to the territory of India under a permit for resettlement or permanent return issued by or under the authority of any law and every such person shall for the purposes of clause (b) of Article 6 be deemed to have migrated to the territory of India after the nineteenth day of July, 1948",-7.735732780456543,9,0
citizenship by birth,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-8.19143936767578,10,0
citizenship by birth,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-8.516893002319335,11,0
citizenship by birth,102,102. Disqualification s for membership,-9.822682461547851,12,0
citizenship by birth,29,29. Protection of interests of minorities,-9.91342809753418,13,0
citizenship by birth,84,84. Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he,-10.221250305175781,14,0
citizenship by birth,58,58. Qualifications for election as President,-10.230928495788575,15,0
citizenship by birth,173,173. Qualification for membership of the State Legislature A person shall not be qualified to be chosen to fill a seat in the Legislature of a State unless he,-10.364339515686035,16,0
citizenship by birth,157,157. Qualifications for appointment as Governor No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty five years,-10.608051617431641,17,0
citizenship by birth,296,"296. Property accruing by escheat or lapse or as bona vacantia Subject as hereinafter provided any property in the territory of India which, if this Constitution had not come into operation, would have accrued to His Majesty or, as the case may be, to the Ruler of an Indian State by escheat or lapse, or as bona vacantia for want of a rightful owner, shall, if it is property situate in a State, vest in such State, and shall, in any other case, vest in the Union: Provided that any property which at the date when it wouldhave so accrued to His Majesty or to the Ruler of an Indian State was in the possession or under the control of the Government of India or the Government of a State shall, according as the purposes for which it was then used or held were purposes of the Union or a State, vest in the Union or in that State Explanation In the article, the expressions Ruler and Indian State have the same meanings as in Article 363",-10.659118380737304,18,0
citizenship by birth,243C,243C. Composition of Panchayats,-10.953235392761231,19,0
citizenship by birth,325,"325. No person to be ineligible for inclusion in, or to claim to be included in a special, electoral roll on grounds of religion, race, caste or sex There shall be one general electoral roll for every territorial constituency for election to either House of Parliament or to the House or either House of the Legislature of a State and no person shall be ineligible for inclusion in any such roll or claim to be included in any special electoral roll for any such constituency on grounds only of religion, race, caste, sex or any of them",-11.003975576782226,20,0
citizenship by birth,44,44. Uniform civil code for the citizens The State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India,-11.046889561462402,21,0
citizenship by birth,336,336. Special provision for Anglo Indian community in certain services,-11.14787883605957,22,0
citizenship by birth,45,"45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years",-11.161132189941407,23,0
citizenship by birth,2,"2. Admission or establishment of new States: Parliament may by law admit into the Union, or establish, new States on such terms and conditions, as it thinks fit",-11.257196296691895,24,0
citizenship by birth,54,54. Election of President The President shall be elected by the members of an electoral college consisting of the elected members of both Houses of Parliament; and the elected members of the Legislative Assemblies of the States,-11.281679821777344,25,0
citizenship by birth,79,79. Constitution of Parliament There shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as the council of States and the House of the People,-11.295664730834961,26,0
citizenship by birth,334,"334. Reservation of seats and special representation to cease after forty years Notwithstanding anything in the foregoing provisions of this Part, the provisions of Constitution relating to",-11.309712353515625,27,0
citizenship by birth,393,393. Short title This Constitution may be called the Constitution of India,-11.322825288391114,28,0
citizenship by birth,82,"82. Readjustment after each census Upon the completion of each census, the allocation of seats in the House of the People to the States and the division of each State into territorial constituencies shall be readjusted by such authority and in such manner as Parliament may by law determine: Provided that such readjustment shall not affect representation in the House of the People until the dissolution of the then existing House: Provided further that such readjustment shall take effect from such date as President may, by order, specify and until such readjustment takes effect, any election to the House may be held on the basis of the territorial constituencies existing before such readjustment: Provided also that until the relevant figures for the first census taken after the year 2000 have been published, it shall not be necessary to readjust the allocation of seats in the House of the People to the States and the division of each State into territorial constituencies under this article",-11.35981107788086,29,0
citizenship by birth,243F,243F. Disqualifications for membership,-11.412354098510741,30,0
citizenship by birth,341,341. Scheduled Castes,-11.423099737548828,31,0
citizenship by birth,243B,243B. Constitution of Panchayats,-11.467253341674805,32,0
citizenship by birth,239,239. A Creation of local Legislatures or Council of Ministers or both for certain Union territories,-11.515663232421876,33,0
citizenship by birth,342,342. Scheduled Tribes,-11.552816479492188,34,0
citizenship by birth,312,312. All India Services,-11.55325771331787,35,0
citizenship by birth,3,"3. Formation of new States and alteration of areas, boundaries or names of existing States: Parliament may by law",-11.652274494934082,36,0
citizenship by birth,366,"366. Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say",-11.719595922851562,37,0
citizenship by birth,55,55. Manner of election of President,-11.771548635864258,38,0
citizenship by birth,81,81. Composition of the House of the People,-11.786676811218262,39,0
citizenship by birth,330,330. Reservation of seats for Scheduled Castes and Scheduled Tribes in the House of the People,-11.81270863494873,40,0
migrants from pakistan citizenship,7,"7. Rights of citizenship of certain migrants to Pakistan Notwithstanding anything in Articles 5 and 6, a person who has after the first day of March, 1947 , migrated from the territory of India to the territory now included in Pakistan shall not be deemed to be a citizen of India: Provided that nothing in this article shall apply to a person who, after having so migrated to the territory now included in Pakistan, has returned to the territory of India under a permit for resettlement or permanent return issued by or under the authority of any law and every such person shall for the purposes of clause (b) of Article 6 be deemed to have migrated to the territory of India after the nineteenth day of July, 1948",6.651485694885254,1,0
migrants from pakistan citizenship,6,"6. Rights of citizenship of certain persons who have migrated to India from Pakistan Notwithstanding anything in Article 5, a person who has migrated to the territory of India from the territory now included in Pakistan shall be deemed to be a citizen of India at the commencement of this Constitution if",3.982301387023926,2,1
migrants from pakistan citizenship,19,19. Protection of certain rights regarding freedom of speech etc,-8.295732371520996,3,0
migrants from pakistan citizenship,8,"8. Rights of citizenship of certain persons of India origin residing outside India Notwithstanding anything in Article 5, any person who or either of whose parents or any of whose grand parents was born in India as defined in the Government of India Act, 1935 (as originally enacted), and who is ordinarily residing in any country outside India as so defined shall be deemed to be a citizen of India if he has been registered as a citizen of India by the diplomatic or consular representative of India in the country where he is for the time being residing on an application made by him therefor to such diplomatic or consular representative, whether before or after the commencement of this Constitution, in the form and manner prescribed by the Government of the Dominion of India or the Government of India",-8.806930726623536,4,0
migrants from pakistan citizenship,9,"9. Person voluntarily acquiring citizenship of a foreign State not to be citizens No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he has voluntarily acquired the citizenship of any foreign State",-9.221791357421875,5,0
migrants from pakistan citizenship,16,16. Equality of opportunity in matters of public employment,-9.376705654907227,6,0
migrants from pakistan citizenship,10,"10. Continuance of the rights of citizenship Every person who is or is deemed to be a citizen of India under any of the foregoing provisions of this Part shall, subject to the provisions of any law that may be made by Parliament, continue to be such citizen",-9.597125637817383,7,0
migrants from pakistan citizenship,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-9.628887869262694,8,0
migrants from pakistan citizenship,5,5. Citizenship at the commencement of the Constitution At the commencement of this Constitution every person who has his domicile in the territory of India and,-9.813861492919921,9,0
migrants from pakistan citizenship,29,29. Protection of interests of minorities,-9.921831875610351,10,0
migrants from pakistan citizenship,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-10.56233298034668,11,0
migrants from pakistan citizenship,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-10.672347637939453,12,0
migrants from pakistan citizenship,102,102. Disqualification s for membership,-10.936074337768554,13,0
migrants from pakistan citizenship,33,"33. Power of Parliament to modify the rights conferred by this Part in their application etc Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,",-10.974545324707032,14,0
migrants from pakistan citizenship,44,44. Uniform civil code for the citizens The State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India,-11.11389090423584,15,0
migrants from pakistan citizenship,51A,"51A. Fundamental duties It shall be the duty of every citizen of India (a) to abide by the Constitution and respect its ideals and institutions, the national Flag and the National Anthem;",-11.145865042114258,16,0
migrants from pakistan citizenship,157,157. Qualifications for appointment as Governor No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty five years,-11.159111340332032,17,0
migrants from pakistan citizenship,2A,"2A. Sikkim to be associated with the Union Rep by the Constitution Thirty six Amendment Act, 1975 , Section 5 (w e f 26 04 1975 )",-11.195639154052735,18,0
migrants from pakistan citizenship,242,"242. Coorg Rep by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule PART IX THE PANCHAYATS",-11.243285784912109,19,0
migrants from pakistan citizenship,84,84. Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he,-11.24794937133789,20,0
migrants from pakistan citizenship,2,"2. Admission or establishment of new States: Parliament may by law admit into the Union, or establish, new States on such terms and conditions, as it thinks fit",-11.261066307067871,21,0
migrants from pakistan citizenship,371F,"371F. Special provisions with respect to the State of Sikkim Notwithstanding anything in this Constitution,",-11.285297845458985,22,0
migrants from pakistan citizenship,173,173. Qualification for membership of the State Legislature A person shall not be qualified to be chosen to fill a seat in the Legislature of a State unless he,-11.30747477722168,23,0
migrants from pakistan citizenship,243B,243B. Constitution of Panchayats,-11.315101280212403,24,0
migrants from pakistan citizenship,393,393. Short title This Constitution may be called the Constitution of India,-11.341480111694336,25,0
migrants from pakistan citizenship,58,58. Qualifications for election as President,-11.342137411499024,26,0
migrants from pakistan citizenship,103,103. Decision on questions as to disqualifications of members,-11.36808194732666,27,0
migrants from pakistan citizenship,336,336. Special provision for Anglo Indian community in certain services,-11.407133291625977,28,0
migrants from pakistan citizenship,243F,243F. Disqualifications for membership,-11.458931552124023,29,0
migrants from pakistan citizenship,343,343. Official language of the Union,-11.523237405395507,30,0
migrants from pakistan citizenship,164,164. Other provisions as to Ministers,-11.54844156036377,31,0
migrants from pakistan citizenship,66,66. Election of Vice President,-11.55992373046875,32,0
migrants from pakistan citizenship,243D,243D. Reservation of seats,-11.583131765747071,33,0
migrants from pakistan citizenship,312,312. All India Services,-11.619909057617187,34,0
migrants from pakistan citizenship,243C,243C. Composition of Panchayats,-11.625317340087891,35,0
migrants from pakistan citizenship,243Q,243Q. Constitution of Municipalities,-11.679192880249023,36,0
migrants from pakistan citizenship,378,378. Provisions as to Public Service Commissions,-11.703965226745606,37,0
migrants from pakistan citizenship,330,330. Reservation of seats for Scheduled Castes and Scheduled Tribes in the House of the People,-11.768066186523438,38,0
migrants from pakistan citizenship,320,320. Functions of Public Service Commissions,-12.106664712524415,39,0
migrants from pakistan citizenship,366,"366. Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say",-13.250353826904297,40,0
foreign citizenship disqualification,102,102. Disqualification s for membership,3.5992745544433595,1,0
foreign citizenship disqualification,191,191. Disqualifications for membership,3.322858645248413,2,0
foreign citizenship disqualification,9,"9. Person voluntarily acquiring citizenship of a foreign State not to be citizens No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he has voluntarily acquired the citizenship of any foreign State",-2.2760463661193846,3,1
